-240.89,-382.57,-240.89,627,128,23
62.47,99.22,62.47,606,129,23
291.41,462.80,291.41,588,130,23
246.93,392.16,246.93,571,131,23
-15.70,-24.93,-15.70,555,132,23
-249.10,-395.61,-249.10,538,133,23
-249.24,-395.84,-249.24,528,134,23
-24.11,-38.29,-24.11,512,135,23
209.32,332.43,209.32,497,136,23
242.56,385.23,242.56,483,137,23
58.08,92.25,58.08,478,138,23
-170.24,-270.37,-170.24,459,139,23
-233.99,-371.62,-233.99,448,140,23
-84.56,-134.30,-84.56,437,141,23
136.24,216.37,136.24,435,142,23
225.02,357.36,225.02,423,143,23
108.58,172.44,108.58,415,144,23
-101.44,-161.10,-101.44,407,145,23
-213.97,-339.82,-213.97,403,146,23
-127.54,-202.55,-127.54,393,147,23
69.59,110.51,69.59,386,148,23
198.90,315.89,198.90,383,149,23
142.46,226.25,142.46,374,150,23
-39.53,-62.78,-39.53,367,151,23
-179.03,-284.33,-179.03,360,152,23
-154.68,-245.66,-154.68,360,153,23
11.58,18.39,11.58,351,154,23
160.54,254.96,160.54,345,155,23
158.81,252.21,158.81,338,156,23
14.41,22.89,14.41,340,157,23
-139.93,-222.24,-139.93,330,158,23
-162.70,-258.39,-162.70,325,159,23
-37.53,-59.60,-37.53,321,160,23
119.02,189.02,119.02,318,161,23
162.66,258.33,162.66,312,162,23
58.06,92.20,58.06,307,163,23
-97.32,-154.56,-97.32,307,164,23
-159.50,-253.31,-159.50,300,165,23
-76.74,-121.87,-76.74,298,166,23
74.50,118.31,74.50,294,167,23
157.80,250.62,157.80,297,168,23
93.02,147.73,93.02,290,169,23
-53.01,-84.19,-53.01,287,170,23
-148.30,-235.53,-148.30,285,171,23
-108.75,-172.71,-108.75,288,172,23
31.68,50.31,31.68,282,173,23
138.22,219.51,138.22,277,174,23
117.39,186.43,117.39,275,175,23
-10.33,-16.40,-10.33,274,176,23
-125.79,-199.77,-125.79,269,177,23
-124.38,-197.54,-124.38,266,178,23
-10.10,-16.04,-10.10,268,179,23
112.70,178.98,112.70,264,180,23
-208.06,27.78,-208.06,262,180,25
18.23,-2.43,18.23,260,179,25
227.90,-30.43,227.90,262,178,25
225.30,-30.08,225.30,259,177,25
18.02,-2.41,18.02,257,176,25
-204.08,27.25,-204.08,257,175,25
-240.41,32.10,-240.41,259,174,25
-53.49,7.14,-53.49,256,173,25
179.82,-24.01,179.82,256,172,25
247.81,-33.09,247.81,256,171,25
87.96,-11.75,87.96,256,170,25
-153.35,20.48,-153.35,257,169,25
-254.02,33.92,-254.02,257,168,25
-123.03,16.43,-123.03,261,167,25
124.07,-16.57,124.07,259,166,25
257.15,-34.34,257.15,260,165,25
154.50,-20.63,154.50,262,164,25
-93.93,12.54,-93.93,267,163,25
-256.04,34.19,-256.04,264,162,25
-184.50,24.64,-184.50,265,161,25
57.85,-7.72,57.85,266,160,25
253.30,-33.82,253.30,272,159,25
212.98,-28.44,212.98,270,158,25
-21.60,2.88,-21.60,274,157,25
-242.11,32.33,-242.11,277,156,25
-244.11,32.59,-244.11,282,155,25
-17.37,2.32,-17.37,283,154,25
229.40,-30.63,229.40,287,153,25
269.21,-35.95,269.21,291,152,25
58.71,-7.84,58.71,293,151,25
-209.74,28.01,-209.74,296,150,25
-288.86,38.57,-288.86,299,149,25
-102.95,13.75,-102.95,307,148,25
185.94,-24.83,185.94,308,147,25
309.15,-41.28,309.15,313,146,25
147.43,-19.69,147.43,318,145,25
-157.69,21.06,-157.69,324,144,25
-325.57,43.47,-325.57,329,143,25
-194.60,25.98,-194.60,334,142,25
123.11,-16.44,123.11,342,141,25
337.15,-45.02,337.15,347,140,25
242.86,-32.43,242.86,352,139,25
-81.38,10.87,-81.38,360,138,25
-341.93,45.66,-341.93,366,137,25
-292.24,39.02,-292.24,373,136,25
