Please wait while upgrading PlatformIO ...
Updating atmelavr @ 1.5.0: 	[Up-to-date]
Updating toolchain-atmelavr @ 1.40902.0: 	[Up-to-date]
Updating framework-arduinoavr @ 1.10618.3: 	[Up-to-date]
Updating tool-avrdude @ 1.60300.1: 	[Up-to-date]
Updating espressif32 @ 0.7.4: 	[Up-to-date]
Updating tool-esptoolpy @ 1.20000.0: 	[Up-to-date]
Updating toolchain-xtensa32 @ 1.50200.0: 	[Up-to-date]
Updating framework-arduinoespressif32 @ 1.1.4: 	[Up-to-date]
Updating tool-espotapy @ 1.0.0: 	[Up-to-date]
Updating espressif8266 @ 1.3.0: 	[Up-to-date]
Updating toolchain-xtensa @ 1.40802.0: 	[Up-to-date]
Updating tool-esptool @ 1.409.0: 	[Up-to-date]
Updating tool-mkspiffs @ 1.102.0: 	[Up-to-date]
Updating tool-espotapy @ 1.0.0: 	[Up-to-date]
Updating framework-arduinoespressif8266 @ 1.20300.1: 	[Up-to-date]
Updating sdk-esp8266 @ 1.10502.0: 	[Up-to-date]
Updating native @ 1.1.0: 	[Up-to-date]
Updating tool-pioplus @ 0.8.15: 	[Up-to-date]
Updating pysite-pioplus @ 0.3.0: 	[Up-to-date]
PlatformIO has been successfully upgraded to 3.2.1!


*********************************************************************************************************************************************************
If you like PlatformIO, please:
- follow us on Twitter to stay up-to-date on the latest project news > https://twitter.com/PlatformIO_Org
- star it on GitHub > https://github.com/platformio/platformio
- try PlatformIO IDE for IoT development > http://platformio.org/platformio-ide
- support us with PlatformIO Plus > https://pioplus.com
*********************************************************************************************************************************************************

0.00,0.00,0.00,98,24,27
0.00,0.00,0.00,99,25,27
0.00,0.00,0.00,95,26,27
0.00,0.00,0.00,95,27,27
0.00,0.00,0.00,96,28,27
0.00,0.00,0.00,104,29,27
0.00,0.00,0.00,96,30,27
0.00,0.00,0.00,95,31,27
0.00,0.00,0.00,94,32,27
0.00,0.00,0.00,106,33,27
0.00,0.00,0.00,96,34,27
0.00,0.00,0.00,96,35,27
0.00,0.00,0.00,96,36,27
0.00,0.00,0.00,106,37,27
0.00,0.00,0.00,98,38,27
0.00,0.00,0.00,99,39,27
0.00,0.00,0.00,103,40,27
0.00,0.00,0.00,107,41,27
0.00,0.00,0.00,102,42,27
0.00,0.00,0.00,105,43,27
0.00,0.00,0.00,106,44,27
0.00,0.00,0.00,111,45,27
0.00,0.00,0.00,109,46,27
0.00,0.00,0.00,109,47,27
0.00,0.00,0.00,112,48,27
0.00,0.00,0.00,117,49,27
0.00,0.00,0.00,115,50,27
0.00,0.00,0.00,118,51,27
0.00,0.00,0.00,120,52,27
0.00,0.00,0.00,124,53,27
0.00,0.00,0.00,123,54,27
0.00,0.00,0.00,127,55,27
0.00,0.00,0.00,129,56,27
0.00,0.00,0.00,133,57,27
0.00,0.00,0.00,134,58,27
0.00,0.00,0.00,140,59,27
0.00,0.00,0.00,142,60,27
0.00,0.00,0.00,147,61,27
0.00,0.00,0.00,148,62,27
0.00,0.00,0.00,152,63,27
0.00,0.00,0.00,157,64,27
0.00,0.00,0.00,160,65,27
0.00,0.00,0.00,164,66,27
0.00,0.00,0.00,168,67,27
0.00,0.00,0.00,173,68,27
0.00,0.00,0.00,179,69,27
0.00,0.00,0.00,184,70,27
0.00,0.00,0.00,190,71,27
0.00,0.00,0.00,191,72,27
0.00,0.00,0.00,164,73,27
0.00,0.00,0.00,167,74,27
0.00,0.00,0.00,223,75,27
0.00,0.00,0.00,239,76,27
0.00,0.00,0.00,164,77,27
0.00,0.00,0.00,161,78,27
0.00,0.00,0.00,160,79,27
0.00,0.00,0.00,154,80,27
0.00,0.00,0.00,142,81,27
0.00,0.00,0.00,142,82,27
0.00,0.00,0.00,142,83,27
0.00,0.00,0.00,141,84,27
0.00,0.00,0.00,140,85,27
0.00,0.00,0.00,135,86,27
0.00,0.00,0.00,143,87,27
0.00,0.00,0.00,139,88,27
0.00,0.00,0.00,139,89,27
0.00,0.00,0.00,140,90,27
0.00,0.00,0.00,142,91,27
0.00,0.00,0.00,133,92,27
0.00,0.00,0.00,136,93,27
0.00,0.00,0.00,140,94,27
0.00,0.00,0.00,145,95,27
0.00,0.00,0.00,139,96,27
0.00,0.00,0.00,138,97,27
0.00,0.00,0.00,138,98,27
0.00,0.00,0.00,143,99,27
0.00,0.00,0.00,137,100,27
0.00,0.00,0.00,136,101,27
0.00,0.00,0.00,136,102,27
0.00,0.00,0.00,141,103,27
0.00,0.00,0.00,133,104,27
0.00,0.00,0.00,135,105,27
0.00,0.00,0.00,144,106,27
0.00,0.00,0.00,205,107,27
0.00,0.00,0.00,238,108,27
0.00,0.00,0.00,238,109,27
0.00,0.00,0.00,239,110,27
0.00,0.00,0.00,244,111,27
0.00,0.00,0.00,244,112,27
0.00,0.00,0.00,259,113,27
0.00,0.00,0.00,1,114,27
0.00,0.00,0.00,1225,115,27
0.00,0.00,0.00,1125,116,27
0.00,0.00,0.00,1050,117,27
0.00,0.00,0.00,974,118,27
0.00,0.00,0.00,917,119,27
0.00,0.00,0.00,878,120,27
0.00,0.00,0.00,856,121,27
0.00,0.00,0.00,817,122,27
0.00,0.00,0.00,784,123,27
0.00,0.00,0.00,748,124,27
0.00,0.00,0.00,719,125,27
0.00,0.00,0.00,692,126,27
0.00,0.00,0.00,669,127,27
0.00,0.00,0.00,654,128,27
0.00,0.00,0.00,633,129,27
0.00,0.00,0.00,612,130,27
0.00,0.00,0.00,594,131,27
0.00,0.00,0.00,579,132,27
0.00,0.00,0.00,558,133,27
0.00,0.00,0.00,543,134,27
0.00,0.00,0.00,528,135,27
0.00,0.00,0.00,524,136,27
0.00,0.00,0.00,507,137,27
0.00,0.00,0.00,496,138,27
0.00,0.00,0.00,481,139,27
0.00,0.00,0.00,479,140,27
0.00,0.00,0.00,461,141,27
0.00,0.00,0.00,450,142,27
0.00,0.00,0.00,440,143,27
0.00,0.00,0.00,437,144,27
0.00,0.00,0.00,424,145,27
0.00,0.00,0.00,414,146,27
0.00,0.00,0.00,407,147,27
0.00,0.00,0.00,403,148,27
0.00,0.00,0.00,390,149,27
0.00,0.00,0.00,381,150,27
0.00,0.00,0.00,373,151,27
0.00,0.00,0.00,372,152,27
0.00,0.00,0.00,361,153,27
0.00,0.00,0.00,353,154,27
0.00,0.00,0.00,347,155,27
0.00,0.00,0.00,347,156,27
0.00,0.00,0.00,337,157,27
0.00,0.00,0.00,332,158,27
0.00,0.00,0.00,327,159,27
0.00,0.00,0.00,326,160,27
0.00,0.00,0.00,318,161,27
0.00,0.00,0.00,314,162,27
0.00,0.00,0.00,309,163,27
0.00,0.00,0.00,309,164,27
0.00,0.00,0.00,302,165,27
0.00,0.00,0.00,298,166,27
0.00,0.00,0.00,294,167,27
0.00,0.00,0.00,292,168,27
0.00,0.00,0.00,289,169,27
0.00,0.00,0.00,287,170,27
0.00,0.00,0.00,284,171,27
0.00,0.00,0.00,282,172,27
0.00,0.00,0.00,279,173,27
0.00,0.00,0.00,276,174,27
0.00,0.00,0.00,277,175,27
0.00,0.00,0.00,270,176,27
0.00,0.00,0.00,269,177,27
0.00,0.00,0.00,267,178,27
0.00,0.00,0.00,268,179,27
263.00,0.00,263.00,263,180,27
263.00,0.00,263.00,263,180,28
0.00,0.00,0.00,261,179,28
0.00,0.00,0.00,260,178,28
0.00,0.00,0.00,259,177,28
0.00,0.00,0.00,258,176,28
0.00,0.00,0.00,257,175,28
0.00,0.00,0.00,264,174,28
0.00,0.00,0.00,257,173,28
0.00,0.00,0.00,257,172,28
0.00,0.00,0.00,257,171,28
0.00,0.00,0.00,264,170,28
0.00,0.00,0.00,258,169,28
0.00,0.00,0.00,258,168,28
0.00,0.00,0.00,259,167,28
0.00,0.00,0.00,265,166,28
0.00,0.00,0.00,260,165,28
0.00,0.00,0.00,262,164,28
0.00,0.00,0.00,263,163,28
0.00,0.00,0.00,269,162,28
0.00,0.00,0.00,265,161,28
0.00,0.00,0.00,266,160,28
0.00,0.00,0.00,268,159,28
0.00,0.00,0.00,275,158,28
0.00,0.00,0.00,273,157,28
0.00,0.00,0.00,275,156,28
0.00,0.00,0.00,279,155,28
0.00,0.00,0.00,285,154,28
0.00,0.00,0.00,285,153,28
0.00,0.00,0.00,288,152,28
0.00,0.00,0.00,291,151,28
0.00,0.00,0.00,295,150,28
0.00,0.00,0.00,298,149,28
