1231.4870040285;759.1111764348;469.4198065822
1316.7958438528;1062.4719411714;487.1904350698
1115.0745099817;1291.4076036488;502.422402345
822.2558375918;1246.9284270102;516.808149216
704.6946207729;984.3019981216;530.3476756828
858.1378681864;750.8986571339;544.7334225538
1130.4916819931;750.7576022479;553.1956265955
1271.7432267344;975.8920939931;566.7351530623
1162.2138064897;1209.3209497163;579.4284591249
913.999748893;1242.5639637651;591.2755447834
752.0172899555;1058.0835840789;595.5066468043
824.4072638837;829.75943427;611.5848344836
1047.2199186366;766.0077818412;620.8932589295
1216.9497163324;915.4362630619;630.2016833755
1187.5142286078;1136.2405162176;631.8941241838
987.0395996786;1225.0154311894;642.0487690339
807.3669181482;1108.5774953542;648.8185322673
808.3227024731;898.5633625524;655.5882955007
981.9712468133;786.026473289;658.9731771174
1166.085444588;872.4641250814;667.4353811592
1193.5442177149;1069.5862288897;673.3589239884
1045.6599448673;1198.9014684615;675.8975852009
860.6536142243;1142.4602529195;683.5135688385
808.4874844038;960.469647602;689.4371116677
931.1281653456;820.970562301;695.3606544969
1113.4364661771;845.3163314608;695.3606544969
1186.6655080657;1011.5806133124;702.9766381345
1089.5536004249;1160.5386642089;708.0539605596
915.0565723496;1158.8072590636;713.9775033888
819.4108805553;1014.4112707234;712.2850625804
893.5270686466;860.0663521877;720.7472666222
1059.3100714716;837.3026806988;724.9783686431
1166.8710518215;962.4696355658;728.3632502598
1120.6037555239;1119.0166076826;730.9019114723
965.6735884302;1162.6614045658;735.9792338973
847.0692374187;1058.0561133094;740.2103359182
868.5186214986;902.6810524941;740.2103359182
1010.6039530442;840.5021985731;746.1338787474
1139.009164907;923.2609163263;747.8263195558
1137.8057761295;1074.496319663;751.2112011725
1011.8903921041;1157.8040760102;748.67253996
876.6151109667;1093.0219682431;754.5960827892
856.5589564502;946.989298682;757.1347440017
967.3346708374;851.697439388;758.8271848101
1108.2709716809;891.2520668655;756.2885235976
1146.8821342556;1031.6761612577;761.3658460226
1051.7716783906;1138.2168678204;765.5969480435
912.3046576392;1117.3895156616;767.2893888518
854.369630657;989.670439025;768.135609256
931.2848350354;874.2132281638;772.3667112769
1067.9525742777;875.6181029454;774.9053724894
1142.4416876477;989.9009275988;773.2129316811
1084.1841315423;1112.6964727626;776.5978132978
844.5828305516;791.9445567389;965.3238414744
742.9325680244;1018.2260028674;965.5885449746
875.4920842167;1227.9020468035;965.3238414744
1123.0754612734;1225.2961915146;965.7208967247
1254.1007261118;1018.0233625446;965.9856002249
1152.4573448709;795.9196761007;965.9856002249
909.9500171861;759.590050801;965.7208967247
751.9545722882;946.5072657935;966.117951975
820.9678997144;1179.8207826948;966.117951975
1054.5825144944;1247.8079012725;966.117951975
1238.0142171684;1087.961578245;966.117951975
1203.4082179016;846.647081873;965.9856002249
980.8598981253;745.9809512888;965.9856002249
772.4211005177;876.9732958911;965.4561932245
775.2507097336;1124.0713488416;965.7208967247
982.9041269652;1257.1450619557;965.5885449746
1208.7365778924;1154.501149121;965.3238414744
1247.4224680098;906.0726135435;964.6620827239
1054.0317623084;743.9615169105;965.0591379742
813.0390181121;815.4994283831;964.9267862241
742.7656261644;1057.8536522044;964.794434474
907.6609536346;1253.3012511661;964.0003239734
1162.0542517342;1212.9822322012;964.2650274736
1270.728901299;978.3954454107;963.7356204732
1129.4983530492;757.8944119653;963.3385652229
863.8290526687;755.8925393852;962.6768064724
720.0278770945;982.6307016909;962.5444547223
831.7699866867;1229.4009721449;962.0150477219
1103.5627406643;1269.2069889053;961.4856407215
1284.4265357138;1058.708858547;961.2209372214
1205.1574122114;790.2580919537;960.8238819711
933.6899749879;711.1437303095;960.4268267208
713.646387471;897.0453973769;959.36801272
757.8630129483;1185.9353332881;959.2356609699
1026.0481197215;1309.1510535024;958.5739022194
1278.5959399007;1147.4344417138;957.9121434689
1279.7687361181;842.3085570033;957.1180329683
1018.7519027242;674.4338621889;956.4562742178
732.1677732043;805.4035626562;955.7945154673
684.154167906;1123.1119556628;954.7357014666
931.9625403401;1337.1508584379;954.0739427161
1250.5001087196;1242.86471734;953.4121839656
1347.430067401;918.6234252871;952.3533699648
1121.2285940821;658.0743902057;951.5592594642
773.5294925533;707.7621028239;950.6327972135
625.8038011022;1033.1970989657;949.8386867129
822.0773386156;1339.8367624706;948.7798727122
1192.7738633962;1338.4992712822;947.9857622116
1396.9119203683;1021.099256938;946.9269482108
1236.2603242715;671.7788677453;946.0004859601
847.0947162017;612.7920740745;944.4122649589
584.7533659609;918.1136249206;943.4858027083
699.8682745741;1312.3215428696;942.1622852073
1103.6417478822;1433.8331458991;940.441712456
1436.0267556164;1152.4229307824;938.3240844544
1370.0920138676;710.5656292349;937.2652704537
955.2154630177;519.3661900646;935.5446977024
559.9213614199;772.0711834213;933.8241249511
553.2461715016;1257.0494578368;931.1770899492
974.4351816745;1524.7150834174;929.8535724482
1442.2461201087;1315.3758842381;927.4712409464
1522.7323220275;790.89830346;924.8242059445
1109.8548494726;429.6381418718;922.4418744427
561.4686945891;582.3017410427;919.1330806903
387.5034363904;1149.1925229256;915.8242869378
786.5342836609;1619.435104765;912.5154931854
1423.7086954915;1536.8715902778;908.6772924325
1710.2879836281;930.6445755638;904.7067399296
1341.2281831283;333.9645600761;900.0744286762
607.9769296706;325.5836342584;895.8391726731
851.4651641099;993.4219799617;980.1472374853
914.7829988493;1120.6240776717;980.2795892354
1052.4810698556;1129.5317803207;981.3384032362
1150.0166183148;1028.2060524576;979.6178304849
1102.0671099348;891.8881463942;980.1472374853
965.3683033637;860.510391202;980.8089962358
-165.6644875225;604.0590562767;835.6191263786
98.2685808315;1718.1619008135;846.0749146363
1015.506573413;1151.8555673884;979.6178304849
1126.4345561236;1064.0710400739;981.073699736
1123.9362691855;927.2228981416;980.8089962358
1005.762703018;855.3991729429;980.6766444857
882.2482821934;917.5910300507;980.8089962358
866.1167094092;1054.9351657161;980.6766444857
974.0677405409;1141.3655661534;980.8089962358
1105.6675126737;1098.8786362012;980.6766444857
1141.2568349839;964.2651147312;980.5442927356
1047.1954332269;859.00901127;980.1472374853
907.4809087615;884.8812649667;980.2795892354
851.1714066821;1015.8633230702;980.0148857352
932.4919621092;1134.6920650271;979.8825339851
1079.3931606746;1133.8430045099;979.2207752347
1152.5495677706;1005.4033821695;979.6178304849
1088.0991488079;872.9242485207;979.3531269847
940.2892925259;856.2924663384;979.2207752347
842.9095796048;971.9012094154;978.6913682343
893.5014902484;1114.8249684883;979.0884234846
1034.8756261917;1135.3382263219;981.3384032362
1143.0811270848;1047.1919339855;979.8825339851
1108.5493194334;911.9671080972;981.3384032362
