66.76,58.18,66.76
66.07,57.58,66.07
63.71,55.52,63.71
-0.61,-0.53,-0.61
-58.69,-51.15,-58.69
-62.81,-54.74,-62.81
-9.18,-8.00,-9.18
52.32,45.59,52.32
64.89,56.55,64.89
18.18,15.84,18.18
-49.53,-43.16,-49.53
-66.29,-57.77,-66.29
-27.11,-23.62,-27.11
37.41,32.61,37.41
71.61,62.41,71.61
35.50,30.94,35.50
-28.73,-25.04,-28.73
-71.03,-61.90,-71.03
-47.55,-41.43,-47.55
21.23,18.50,21.23
68.30,59.52,68.30
53.93,46.99,53.93
-11.96,-10.42,-11.96
-68.41,-59.61,-68.41
-62.71,-54.65,-62.71
1.37,1.20,1.37
66.07,57.58,66.07
70.71,61.62,70.71
9.78,8.52,9.78
-63.13,-55.02,-63.13
-79.81,-69.55,-79.81
-22.15,-19.31,-22.15
56.09,48.88,56.09
86.28,75.19,86.28
34.33,29.91,34.33
-48.87,-42.59,-48.87
-90.45,-78.82,-90.45
-49.54,-43.17,-49.54
41.10,35.82,41.10
95.06,82.84,95.06
62.89,54.80,62.89
-31.48,-27.44,-31.48
-99.06,-86.32,-99.06
-77.46,-67.50,-77.46
18.17,15.83,18.17
103.35,90.06,103.35
92.26,80.40,92.26
-3.00,-2.62,-3.00
-99.97,-87.12,-99.97
-106.28,-92.62,-106.28
-13.07,-11.39,-13.07
86.93,75.76,86.93
106.12,92.47,106.12
28.70,25.01,28.70
-75.00,-65.36,-75.00
-109.18,-95.14,-109.18
-42.68,-37.20,-42.68
63.59,55.42,63.59
107.76,93.90,107.76
55.41,48.29,55.41
-47.88,-41.72,-47.88
-110.15,-95.99,-110.15
-66.96,-58.35,-66.96
32.82,28.60,32.82
102.21,89.07,102.21
80.15,69.85,80.15
-18.32,-15.96,-18.32
-93.99,-81.90,-93.99
-84.26,-73.43,-84.26
3.82,3.33,3.82
88.83,77.41,88.83
90.31,78.70,90.31
10.71,9.33,10.71
-82.86,-72.21,-82.86
-94.37,-82.24,-94.37
-24.41,-21.27,-24.41
67.99,59.25,67.99
102.33,89.18,102.33
38.06,33.17,38.06
-57.49,-50.10,-57.49
-98.68,-86.00,-98.68
-52.30,-45.58,-52.30
78.38,68.30,78.38
226.50,197.38,226.50
154.99,135.07,154.99
-80.99,-70.57,-80.99
-243.65,-212.33,-243.65
-184.19,-160.51,-184.19
47.09,41.03,47.09
247.35,215.55,247.35
225.98,196.93,225.98
-12.31,-10.73,-12.31
-1116.51,-972.98,-1116.51
-1125.22,-980.57,-1125.22
-96.71,-84.28,-96.71
716.08,624.02,716.08
797.58,695.05,797.58
184.84,161.08,184.84
-508.53,-443.15,-508.53
-685.51,-597.39,-685.51
-246.68,-214.97,-246.68
367.69,320.42,367.69
612.20,533.50,612.20
299.28,260.81,299.28
-262.47,-228.73,-262.47
-550.23,-479.49,-550.23
-327.89,-285.74,-327.89
169.67,147.86,169.67
481.76,419.83,481.76
348.44,303.65,348.44
-90.29,-78.68,-90.29
-421.43,-367.25,-421.43
-356.11,-310.33,-356.11
22.85,19.91,22.85
360.97,314.57,360.97
357.33,311.39,357.33
34.64,30.19,34.64
-308.68,-269.00,-308.68
-354.57,-308.99,-354.57
-83.56,-72.82,-83.56
249.79,217.68,249.79
350.29,305.26,350.29
124.30,108.32,124.30
-195.87,-170.69,-195.87
-325.15,-283.35,-325.15
-159.55,-139.04,-159.55
146.34,127.53,146.34
306.51,267.10,306.51
184.12,160.45,184.12
-102.28,-89.13,-102.28
-285.10,-248.45,-285.10
-205.88,-179.41,-205.88
56.85,49.54,56.85
264.57,230.56,264.57
220.68,192.32,220.68
-16.62,-14.48,-16.62
-231.10,-201.39,-231.10
-234.67,-204.50,-234.67
-20.51,-17.87,-20.51
202.79,176.72,202.79
235.87,205.54,235.87
55.25,48.15,55.25
-171.04,-149.06,-171.04
-236.05,-205.71,-236.05
-84.02,-73.22,-84.02
142.18,123.90,142.18
230.94,201.25,230.94
110.40,96.21,110.40
-107.20,-93.42,-107.20
-227.79,-198.50,-227.79
-133.43,-116.28,-133.43
75.53,65.82,75.53
211.30,184.14,211.30
155.47,135.48,155.47
-44.98,-39.20,-44.98
-198.39,-172.88,-198.39
-168.51,-146.85,-168.51
15.04,13.11,15.04
181.28,157.98,181.28
179.30,156.25,179.30
14.29,12.45,14.29
-166.10,-144.75,-166.10
193.44,-87.49,193.44
-16.95,7.67,-16.95
-208.69,94.39,-208.69
-207.90,94.03,-207.90
-16.70,7.55,-16.70
188.32,-85.18,188.32
219.28,-99.18,219.28
50.90,-23.02,50.90
-165.94,75.06,-165.94
-228.68,103.44,-228.68
-81.17,36.72,-81.17
145.90,-65.99,145.90
234.41,-106.03,234.41
111.79,-50.56,111.79
-114.49,51.79,-114.49
-242.74,109.79,-242.74
-142.02,64.24,-142.02
85.37,-38.61,85.37
236.25,-106.86,236.25
175.36,-79.32,175.36
-54.18,24.51,-54.18
-232.84,105.32,-232.84
-199.40,90.19,-199.40
20.37,-9.21,20.37
224.15,-101.39,224.15
224.39,-101.49,224.39
16.02,-7.25,16.02
-213.07,96.38,-213.07
-245.76,111.16,-245.76
-53.97,24.41,-53.97
193.45,-87.50,193.45
269.07,-121.71,269.07
93.40,-42.25,93.40
-170.91,77.31,-170.91
-282.36,127.72,-282.36
-135.10,61.11,-135.10
142.72,-64.55,142.72
294.72,-133.31,294.72
176.73,-79.94,176.73
-111.51,50.44,-111.51
-304.56,137.76,-304.56
-218.81,98.97,-218.81
72.93,-32.99,72.93
308.29,-139.45,308.29
262.15,-118.57,262.15
-29.79,13.47,-29.79
-304.31,137.64,-304.31
-304.82,137.87,-304.82
-18.77,8.49,-18.77
293.57,-132.79,293.57
343.22,-155.24,343.22
73.16,-33.09,73.16
-275.92,124.80,-275.92
-382.84,173.16,-382.84
-133.19,60.25,-133.19
255.39,-115.52,255.39
422.76,-191.22,422.76
199.46,-90.22,199.46
-223.11,100.91,-223.11
-459.58,207.87,-459.58
-272.97,123.47,-272.97
179.69,-81.28,179.69
492.97,-222.98,492.97
357.56,-161.73,357.56
-126.79,57.35,-126.79
-524.60,237.29,-524.60
-453.45,205.10,-453.45
58.35,-26.39,58.35
557.90,-252.35,557.90
567.16,-256.53,567.16
30.31,-13.71,30.31
-591.61,267.59,-591.61
-695.83,314.73,-695.83
-146.31,66.18,-146.31
606.21,-274.20,606.21
854.22,-386.38,854.22
301.83,-136.52,301.83
-626.66,283.45,-626.66
-1076.82,487.06,-1076.82
-528.00,238.82,-528.00
764.02,-345.58,764.02
1516.74,-686.04,1516.74
920.51,-416.36,920.51
-127.28,57.57,-127.28
-328.90,148.77,-328.90
-229.72,103.90,-229.72
81.56,-36.89,81.56
314.50,-142.25,314.50
257.80,-116.61,257.80
-32.74,14.81,-32.74
-250.88,113.48,-250.88
-234.31,105.98,-234.31
-9.58,4.33,-9.58
210.41,-95.17,210.41
190.15,-86.01,190.15
27.75,-12.55,27.75
-81.50,36.86,-81.50
-108.52,49.09,-108.52
-35.67,16.14,-35.67
75.76,-34.27,75.76
112.29,-50.79,112.29
50.58,-22.88,50.58
-60.41,27.32,-60.41
-117.48,53.14,-117.48
-67.57,30.56,-67.57
46.99,-21.25,46.99
118.48,-53.59,118.48
82.01,-37.10,82.01
-30.99,14.02,-30.99
-116.98,52.91,-116.98
-94.49,42.74,-94.49
14.01,-6.34,14.01
112.90,-51.07,112.90
109.13,-49.36,109.13
3.36,-1.52,3.36
-103.96,47.02,-103.96
-115.68,52.32,-115.68
-21.81,9.86,-21.81
92.94,-42.04,92.94
124.12,-56.14,124.12
40.27,-18.21,40.27
-87.60,39.62,-87.60
-130.27,58.92,-130.27
-57.23,25.88,-57.23
68.90,-31.17,68.90
135.73,-61.39,135.73
75.86,-34.31,75.86
-53.03,23.99,-53.03
-134.84,60.99,-134.84
-95.87,43.37,-95.87
36.34,-16.44,36.34
131.22,-59.35,131.22
97.30,-44.01,97.30
-17.00,7.69,-17.00
-117.50,53.15,-117.50
-108.54,49.09,-108.54
